OPENSFM_TRACKS_VERSION_v2
2022040919065176.jpg	9405	4835	-0.465417	0.249667	0.00407261	74	103	119	-1	-1
2022040919065176.jpg	9403	1416	-0.405701	-0.254067	0.00105009	97	127	129	-1	-1
2022040919065176.jpg	9399	4507	-0.165151	-0.248332	0.00266694	138	151	142	-1	-1
2022040919065176.jpg	3495	1920	0.395946	0.128477	0.00116052	156	154	155	-1	-1
2022040919065176.jpg	9397	2033	-0.456055	0.178532	0.001186	77	93	101	-1	-1
2022040919065176.jpg	9141	3154	-0.403128	-0.167738	0.0015364	104	125	119	-1	-1
2022040919065176.jpg	9396	5006	-0.347659	0.0559358	0.00967656	120	135	127	-1	-1
2022040919065176.jpg	9390	3577	-0.331893	0.208296	0.00170204	104	119	106	-1	-1
2022040919065176.jpg	9388	3128	-0.327381	0.187672	0.00152533	106	124	105	-1	-1
2022040919065176.jpg	8958	4287	-0.438455	-0.0809962	0.00230857	83	103	111	-1	-1
2022040919065176.jpg	9383	1344	0.4112	-0.00344804	0.00104015	160	152	150	-1	-1
2022040919065176.jpg	9382	4831	0.439843	0.27199	0.00398695	86	116	116	-1	-1
2022040919065176.jpg	9381	2192	-0.354744	0.100839	0.00122251	122	138	129	-1	-1
2022040919065176.jpg	9380	2136	-0.440283	-0.119725	0.00120714	74	102	105	-1	-1
2022040919065176.jpg	3437	3753	0.0177814	-0.10335	0.00181324	151	158	132	-1	-1
2022040919065176.jpg	9373	4797	-0.444707	-0.0537037	0.003727	78	99	105	-1	-1
2022040919065176.jpg	9367	41	0.327689	-0.00302225	0.00085517	147	157	147	-1	-1
2022040919065176.jpg	2398	739	0.370486	-0.107017	0.00095172	108	127	116	-1	-1
2022040919065176.jpg	8284	2062	-0.45602	0.194581	0.00119315	90	103	112	-1	-1
2022040919065176.jpg	9366	4136	-0.404443	0.162221	0.00208392	81	99	103	-1	-1
2022040919065176.jpg	9365	2816	-0.357654	0.260686	0.00142623	137	136	142	-1	-1
2022040919065176.jpg	9364	1376	0.404691	0.0298057	0.00104317	117	125	136	-1	-1
2022040919065176.jpg	9243	2357	-0.440742	-0.0328201	0.0012599	90	103	110	-1	-1
2022040919065176.jpg	9362	2922	-0.412865	0.0688093	0.0014613	126	130	146	-1	-1
2022040919065176.jpg	9361	2180	-0.334603	0.0484305	0.0012187	131	148	127	-1	-1
2022040919065176.jpg	9356	4375	-0.425844	0.213425	0.00243118	71	84	99	-1	-1
2022040919065176.jpg	9247	4728	0.480348	-0.227591	0.00336241	59	81	69	-1	-1
2022040919065176.jpg	9352	2232	-0.437943	-0.0603786	0.00123409	98	110	110	-1	-1
2022040919065176.jpg	8672	2558	-0.403468	-0.153324	0.00131943	137	151	134	-1	-1
2022040919065176.jpg	9349	4823	-0.428891	0.188252	0.00393624	81	109	110	-1	-1
2022040919065176.jpg	3450	4408	0.444046	-0.0805687	0.0024796	73	100	79	-1	-1
2022040919065176.jpg	9346	4396	-0.384761	0.0468409	0.00246372	124	134	126	-1	-1
2022040919065176.jpg	3332	4891	0.369311	-0.105095	0.00492339	124	140	133	-1	-1
2022040919065176.jpg	9336	1128	-0.380724	0.25174	0.00100187	94	103	116	-1	-1
2022040919065176.jpg	9331	3348	0.289791	0.243468	0.00160224	112	131	121	-1	-1
2022040919065176.jpg	9330	466	0.242803	0.197513	0.000923277	161	168	163	-1	-1
2022040919065176.jpg	9551	3799	-0.418173	-0.222439	0.00184589	95	118	108	-1	-1
2022040919065176.jpg	9328	4837	-0.0646678	-0.144284	0.0040737	165	167	148	-1	-1
2022040919065176.jpg	9327	3670	0.447662	0.210071	0.00175685	74	96	86	-1	-1
2022040919065176.jpg	6252	3392	-0.468452	0.126329	0.0016195	119	127	143	-1	-1
2022040919065176.jpg	9326	5019	0.375686	-0.209063	0.0139421	121	135	137	-1	-1
2022040919065176.jpg	9325	671	-0.406154	0.188295	0.000944587	71	89	94	-1	-1
2022040919065176.jpg	8563	2945	-0.40074	0.0585491	0.00146815	90	106	99	-1	-1
