0,0,0
0,0,0
1.2,-1.2,1.697056274847714
1.3,-1.3,1.8384776310850237
0.8,-1.1,1.3601470508735445
0.5,-0.2,0.5385164807134505
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.8,-0.5,1.8681541692269406
1.2,-1.3,1.7691806012954132
0.9,-0.7,1.140175425099138
0.5,-0.6,0.7810249675906654
0.6,-0.5,0.7810249675906654
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-0.2,-1.5,1.5132745950421556
1.9,-1.2,2.247220505424423
1.5,-0.8,1.7
1.5,-0.4,1.5524174696260025
1.0,-0.4,1.077032961426901
1.0,-0.1,1.004987562112089
1.1,-1.5,1.8601075237738274
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.9,-0.9,1.2727922061357855
1.7,-0.8,1.8788294228055935
1.3,-1.1,1.7029386365926402
1.3,-1.6,2.0615528128088303
1.1,-1.6,1.94164878389476
0,0,0
0.6,-0.2,0.6324555320336759
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.6,-0.8,1.0
1.3,-0.7,1.47648230602334
1.4,-1.1,1.7804493814764855
1.1,-1.0,1.4866068747318506
1.2,-0.6,1.3416407864998738
0.5,-0.9,1.0295630140987
0.2,-1.0,1.019803902718557
0.2,-2.1,2.1095023109728985
-0.0,-1.9,1.9
0,0,0
0,0,0
0,0,0
0,0,0
-1.4,-1.0,1.7204650534085253
-0.1,-0.5,0.5099019513592785
0.9,-1.1,1.4212670403551897
0.9,-0.9,1.2727922061357855
1.4,-1.0,1.7204650534085253
1.1,-1.5,1.8601075237738274
1.0,-0.7,1.2206555615733703
0.2,-0.9,0.9219544457292888
-0.1,-1.1,1.104536101718726
0.2,-2.2,2.209072203437452
0.5,-2.4,2.4515301344262523
0.2,-2.9,2.9068883707497264
0,0,0
0,0,0
0,0,0
0.7,-1.0,1.2206555615733703
0.9,-1.6,1.8357559750685821
0.8,-2.0,2.154065922853802
1.3,-1.7,2.1400934559032696
0.5,-1.7,1.772004514666935
1.3,-0.1,1.3038404810405297
0.9,-2.4,2.563201123595259
-0.4,-1.0,1.077032961426901
0.5,-0.6,0.7810249675906654
0.4,-1.6,1.6492422502470645
0.6,-1.8,1.8973665961010275
0.8,-3.1,3.2015621187164247
0,0,0
0,0,0
1.1,-1.8,2.1095023109728985
0.4,-2.2,2.23606797749979
1.0,-1.5,1.8027756377319946
1.3,-1.7,2.1400934559032696
1.1,-2.6,2.823118842698621
0.7,-1.8,1.9313207915827966
2.3,0.2,2.308679276123039
-0.2,-0.8,0.8246211251235323
0.2,-0.9,0.9219544457292888
0.5,-0.6,0.7810249675906654
-0.2,-0.4,0.447213595499958
-0.6,-0.9,1.0816653826391966
1.5,0.1,1.5033296378372907
0,0,0
0,0,0
0.2,-1.8,1.8110770276274835
0.8,-1.9,2.0615528128088303
0.8,-2.4,2.5298221281347035
1.2,-1.8,2.1633307652783933
1.3,-2.0,2.3853720883753127
0,0,0
0.4,-1.7,1.746424919657298
0.7,0.1,0.7071067811865475
-0.5,-0.4,0.6403124237432849
-0.3,-0.9,0.9486832980505138
-0.1,-2.1,2.1023796041628637
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.4,-0.9,0.9848857801796105
-0.1,0.3,0.31622776601683794
-0.4,-1.2,1.2649110640673518
0,0,0
